,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,audio_features,2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,190428,4
1,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
2,0.505,0.754,4,-7.435,1,0.0366,0.132,0.0,0.204,0.51,119.204,audio_features,5RKQ5NdjSh2QzD4MaunT91,spotify:track:5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/tracks/5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/audio-analysis/5RKQ5NdjSh2QzD4MaunT91,249600,4
3,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4
4,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
5,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,187520,4
6,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
7,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
8,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
9,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
10,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
11,0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4
12,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,audio_features,5sICkBXVmaCQk5aISGR3x1,spotify:track:5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/audio-analysis/5sICkBXVmaCQk5aISGR3x1,331267,4
13,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4
14,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,audio_features,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH,267597,4
15,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
16,0.294,0.64,11,-9.316,1,0.0291,0.016,0.22,0.112,0.226,79.79,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
17,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4
18,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,7LRMbd3LEoV5wZJvXT1Lwb,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb,214667,4
19,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,spotify:track:0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/tracks/0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/audio-analysis/0nLiqZ6A27jJri2VCalIUs,388267,3
20,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4
21,0.268,0.98,11,-5.959,1,0.101,0.019,0.00692,0.182,0.39,100.316,audio_features,6eN1f9KNmiWEhpE2RhQqB5,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,https://api.spotify.com/v1/tracks/6eN1f9KNmiWEhpE2RhQqB5,https://api.spotify.com/v1/audio-analysis/6eN1f9KNmiWEhpE2RhQqB5,405600,4
22,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,audio_features,0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,235893,4
23,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4
24,0.509,0.641,4,-9.936,0,0.264,0.00249,0.0304,0.196,0.612,161.74,audio_features,0u6JFVn0KHHlidZxNL9gVE,spotify:track:0u6JFVn0KHHlidZxNL9gVE,https://api.spotify.com/v1/tracks/0u6JFVn0KHHlidZxNL9gVE,https://api.spotify.com/v1/audio-analysis/0u6JFVn0KHHlidZxNL9gVE,230480,4
25,0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,audio_features,4Yf5bqU3NK4kNOypcrLYwU,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,162107,4
26,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,audio_features,0snQkGI5qnAmohLE7jTsTn,spotify:track:0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,218933,3
27,0.496,0.739,6,-7.193,1,0.0416,0.0209,0.00451,0.106,0.377,132.411,audio_features,4JiEyzf0Md7KEFFGWDDdCr,spotify:track:4JiEyzf0Md7KEFFGWDDdCr,https://api.spotify.com/v1/tracks/4JiEyzf0Md7KEFFGWDDdCr,https://api.spotify.com/v1/audio-analysis/4JiEyzf0Md7KEFFGWDDdCr,336000,4
28,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,audio_features,4pbJqGIASGPr0ZpGpnWkDn,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,122067,4
29,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.685,148.708,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4
30,0.571,0.928,4,-3.725,0,0.0453,0.00932,0.0,0.297,0.489,127.939,audio_features,3fgehc497TFqKH1zBL2YNK,spotify:track:3fgehc497TFqKH1zBL2YNK,https://api.spotify.com/v1/tracks/3fgehc497TFqKH1zBL2YNK,https://api.spotify.com/v1/audio-analysis/3fgehc497TFqKH1zBL2YNK,167012,4
31,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,audio_features,7x8dCjCr0x6x2lXKujYD34,spotify:track:7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/tracks/7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/audio-analysis/7x8dCjCr0x6x2lXKujYD34,269373,4
32,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,audio_features,2DlHlPMa4M17kufBvI2lEN,spotify:track:2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN,210240,4
33,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
34,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4
35,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,audio_features,3K4HG9evC7dg3N0R9cYqk4,spotify:track:3K4HG9evC7dg3N0R9cYqk4,https://api.spotify.com/v1/tracks/3K4HG9evC7dg3N0R9cYqk4,https://api.spotify.com/v1/audio-analysis/3K4HG9evC7dg3N0R9cYqk4,157333,4
36,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4
37,0.413,0.875,6,-7.48,0,0.031,5.13e-06,0.00058,0.209,0.575,131.951,audio_features,2SHTKB8YYlawTGIuJ2b2ok,spotify:track:2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/tracks/2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/audio-analysis/2SHTKB8YYlawTGIuJ2b2ok,168429,4
38,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,audio_features,4EchqUKQ3qAQuRNKmeIpnf,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/tracks/4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/audio-analysis/4EchqUKQ3qAQuRNKmeIpnf,180160,4
39,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,audio_features,6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/audio-analysis/6QewNVIDKdSl8Y3ycuHIei,292581,4
40,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
41,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000,4
42,0.455,0.589,11,-8.64,1,0.0328,0.00184,0.00358,0.104,0.254,124.634,audio_features,2N2yrmodOnVF10mKvItC9P,spotify:track:2N2yrmodOnVF10mKvItC9P,https://api.spotify.com/v1/tracks/2N2yrmodOnVF10mKvItC9P,https://api.spotify.com/v1/audio-analysis/2N2yrmodOnVF10mKvItC9P,283733,4
43,0.55,0.789,10,-4.634,1,0.0382,0.00241,0.0,0.428,0.317,147.947,audio_features,3t4IkHfT4eXZggkupi4SUe,spotify:track:3t4IkHfT4eXZggkupi4SUe,https://api.spotify.com/v1/tracks/3t4IkHfT4eXZggkupi4SUe,https://api.spotify.com/v1/audio-analysis/3t4IkHfT4eXZggkupi4SUe,170445,4
44,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
45,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,audio_features,0bRNszTbTFLNlunAeh7eom,spotify:track:0bRNszTbTFLNlunAeh7eom,https://api.spotify.com/v1/tracks/0bRNszTbTFLNlunAeh7eom,https://api.spotify.com/v1/audio-analysis/0bRNszTbTFLNlunAeh7eom,258027,4
46,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,audio_features,0M3adYbGtyRHACP86dey1H,spotify:track:0M3adYbGtyRHACP86dey1H,https://api.spotify.com/v1/tracks/0M3adYbGtyRHACP86dey1H,https://api.spotify.com/v1/audio-analysis/0M3adYbGtyRHACP86dey1H,191520,4
47,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4
48,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,audio_features,57BrRMwf9LrcmuOsyGilwr,spotify:track:57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr,208960,4
49,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,audio_features,69QHm3pustz01CJRwdo20z,spotify:track:69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z,312293,4
50,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,2TYC9SaRhYypUQzB1ZVTG2,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/tracks/2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/audio-analysis/2TYC9SaRhYypUQzB1ZVTG2,230760,4
51,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961,audio_features,4948g5UqwZFLGI8UTOXqdi,spotify:track:4948g5UqwZFLGI8UTOXqdi,https://api.spotify.com/v1/tracks/4948g5UqwZFLGI8UTOXqdi,https://api.spotify.com/v1/audio-analysis/4948g5UqwZFLGI8UTOXqdi,185587,4
52,0.62,0.921,1,-3.814,1,0.0374,0.000376,0.0,0.0673,0.607,106.198,audio_features,2VuY96gSRIIZLgc9labIOZ,spotify:track:2VuY96gSRIIZLgc9labIOZ,https://api.spotify.com/v1/tracks/2VuY96gSRIIZLgc9labIOZ,https://api.spotify.com/v1/audio-analysis/2VuY96gSRIIZLgc9labIOZ,190227,4
53,0.562,0.938,1,-3.078,1,0.106,0.00749,0.0,0.297,0.918,88.872,audio_features,63t9x6MyYnZ9tYprnk6cty,spotify:track:63t9x6MyYnZ9tYprnk6cty,https://api.spotify.com/v1/tracks/63t9x6MyYnZ9tYprnk6cty,https://api.spotify.com/v1/audio-analysis/63t9x6MyYnZ9tYprnk6cty,174213,4
54,0.804,0.832,10,-4.723,0,0.0347,0.0148,0.0,0.107,0.9,111.023,audio_features,2wcDfk3TfQg3Jv8gEoTim7,spotify:track:2wcDfk3TfQg3Jv8gEoTim7,https://api.spotify.com/v1/tracks/2wcDfk3TfQg3Jv8gEoTim7,https://api.spotify.com/v1/audio-analysis/2wcDfk3TfQg3Jv8gEoTim7,165947,4
55,0.441,0.943,3,-3.205,1,0.0602,0.00293,8.27e-06,0.091,0.781,85.05,audio_features,6PTk0jzBTL3K72lNiveGt0,spotify:track:6PTk0jzBTL3K72lNiveGt0,https://api.spotify.com/v1/tracks/6PTk0jzBTL3K72lNiveGt0,https://api.spotify.com/v1/audio-analysis/6PTk0jzBTL3K72lNiveGt0,181533,4
56,0.449,0.932,9,-5.314,1,0.101,0.000219,7.96e-05,0.106,0.424,158.031,audio_features,7Gm1XwQL5q72SX76nxuXtW,spotify:track:7Gm1XwQL5q72SX76nxuXtW,https://api.spotify.com/v1/tracks/7Gm1XwQL5q72SX76nxuXtW,https://api.spotify.com/v1/audio-analysis/7Gm1XwQL5q72SX76nxuXtW,247320,4
57,0.514,0.779,8,-5.136,1,0.0417,0.00314,1.3e-05,0.0637,0.313,91.089,audio_features,2DIo5VoBB6X1GzgpGbmMIF,spotify:track:2DIo5VoBB6X1GzgpGbmMIF,https://api.spotify.com/v1/tracks/2DIo5VoBB6X1GzgpGbmMIF,https://api.spotify.com/v1/audio-analysis/2DIo5VoBB6X1GzgpGbmMIF,217538,4
58,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,audio_features,7LJETXmpThAx6IvUzczYNR,spotify:track:7LJETXmpThAx6IvUzczYNR,https://api.spotify.com/v1/tracks/7LJETXmpThAx6IvUzczYNR,https://api.spotify.com/v1/audio-analysis/7LJETXmpThAx6IvUzczYNR,215601,4
59,0.648,0.874,1,-3.788,0,0.0545,0.00481,2.28e-05,0.0471,0.935,138.007,audio_features,6eyaiauoVhwiUuZjTcayXv,spotify:track:6eyaiauoVhwiUuZjTcayXv,https://api.spotify.com/v1/tracks/6eyaiauoVhwiUuZjTcayXv,https://api.spotify.com/v1/audio-analysis/6eyaiauoVhwiUuZjTcayXv,222231,4
60,0.487,0.859,11,-5.175,0,0.0538,0.00799,0.0,0.13,0.552,179.963,audio_features,41M7guw2h3mo6d47DJ5Tx7,spotify:track:41M7guw2h3mo6d47DJ5Tx7,https://api.spotify.com/v1/tracks/41M7guw2h3mo6d47DJ5Tx7,https://api.spotify.com/v1/audio-analysis/41M7guw2h3mo6d47DJ5Tx7,209862,4
61,0.409,0.853,4,-3.631,1,0.0691,0.000323,0.00023,0.324,0.557,180.096,audio_features,7C8n0yWK1VGcMOOORkeTGW,spotify:track:7C8n0yWK1VGcMOOORkeTGW,https://api.spotify.com/v1/tracks/7C8n0yWK1VGcMOOORkeTGW,https://api.spotify.com/v1/audio-analysis/7C8n0yWK1VGcMOOORkeTGW,178864,4
62,0.455,0.793,8,-5.667,1,0.051,0.00782,2.26e-05,0.259,0.471,173.998,audio_features,4p80Y9aDRTdkRkXkuRDFe2,spotify:track:4p80Y9aDRTdkRkXkuRDFe2,https://api.spotify.com/v1/tracks/4p80Y9aDRTdkRkXkuRDFe2,https://api.spotify.com/v1/audio-analysis/4p80Y9aDRTdkRkXkuRDFe2,235271,4
63,0.46,0.892,10,-5.046,0,0.0619,0.0051,0.0,0.106,0.59,154.844,audio_features,0Xm1MphW32ekOkhnoe61lk,spotify:track:0Xm1MphW32ekOkhnoe61lk,https://api.spotify.com/v1/tracks/0Xm1MphW32ekOkhnoe61lk,https://api.spotify.com/v1/audio-analysis/0Xm1MphW32ekOkhnoe61lk,203507,4
64,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
65,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,audio_features,0nEcDFFNqdmnbTiGy6RE2Y,spotify:track:0nEcDFFNqdmnbTiGy6RE2Y,https://api.spotify.com/v1/tracks/0nEcDFFNqdmnbTiGy6RE2Y,https://api.spotify.com/v1/audio-analysis/0nEcDFFNqdmnbTiGy6RE2Y,182827,4
66,0.187,0.906,2,-4.321,1,0.0785,0.000348,0.000297,0.214,0.231,87.513,audio_features,60OyEYORxZjS7xlfoAgyjR,spotify:track:60OyEYORxZjS7xlfoAgyjR,https://api.spotify.com/v1/tracks/60OyEYORxZjS7xlfoAgyjR,https://api.spotify.com/v1/audio-analysis/60OyEYORxZjS7xlfoAgyjR,314427,4
67,0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,audio_features,3n3Ppam7vgaVa1iaRUc9Lp,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/tracks/3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/audio-analysis/3n3Ppam7vgaVa1iaRUc9Lp,222200,4
68,0.513,0.945,1,-4.205,1,0.0347,0.006,3.25e-05,0.0581,0.803,99.552,audio_features,7scAQXGMW0btmr6S1UVg9Q,spotify:track:7scAQXGMW0btmr6S1UVg9Q,https://api.spotify.com/v1/tracks/7scAQXGMW0btmr6S1UVg9Q,https://api.spotify.com/v1/audio-analysis/7scAQXGMW0btmr6S1UVg9Q,179947,4
69,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346,4
70,0.545,0.86,9,-4.053,1,0.0383,0.00347,0.000344,0.0884,0.5,90.004,audio_features,4M7oDScM3tWQUpQcegjPuI,spotify:track:4M7oDScM3tWQUpQcegjPuI,https://api.spotify.com/v1/tracks/4M7oDScM3tWQUpQcegjPuI,https://api.spotify.com/v1/audio-analysis/4M7oDScM3tWQUpQcegjPuI,275933,4
71,0.496,0.918,5,-3.473,1,0.0573,7.68e-05,0.000124,0.121,0.338,116.039,audio_features,48csvbvWNuVTqWDa81f5Sq,spotify:track:48csvbvWNuVTqWDa81f5Sq,https://api.spotify.com/v1/tracks/48csvbvWNuVTqWDa81f5Sq,https://api.spotify.com/v1/audio-analysis/48csvbvWNuVTqWDa81f5Sq,274301,4
72,0.506,0.893,2,-3.896,1,0.046,0.000309,0.0,0.118,0.415,146.971,audio_features,59fQzvSv0wPQorW2Bh0pns,spotify:track:59fQzvSv0wPQorW2Bh0pns,https://api.spotify.com/v1/tracks/59fQzvSv0wPQorW2Bh0pns,https://api.spotify.com/v1/audio-analysis/59fQzvSv0wPQorW2Bh0pns,283367,4
73,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,audio_features,0zrbCD4zKeF115aiT1JKjg,spotify:track:0zrbCD4zKeF115aiT1JKjg,https://api.spotify.com/v1/tracks/0zrbCD4zKeF115aiT1JKjg,https://api.spotify.com/v1/audio-analysis/0zrbCD4zKeF115aiT1JKjg,267680,4
