danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,KMeans_Cluster
-0.15225911744328455,1.3163647644395369,7,1.2009604865979877,1,-0.5071889032126665,-1.2519959515701844,-1.0607639881346425,-0.28088509079167107,1.6455483800091038,2.228540410210466,audio_features,2PnlsTsOTLE5jnBnNe2K0A,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/tracks/2PnlsTsOTLE5jnBnNe2K0A,https://api.spotify.com/v1/audio-analysis/2PnlsTsOTLE5jnBnNe2K0A,190428,4,9
-0.9502358116838076,0.8621021328292767,11,0.6910091893061506,0,-0.46736673419070596,-1.2854367511936216,-1.0607446651067336,-0.5182313263245162,0.521498350315522,1.355217318382384,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,9
0.05384082345327421,0.974944442592335,4,0.7597145565597251,1,-0.4612402466488659,-0.9807409636839068,-1.0607639881346425,0.4541797431346777,0.5687884810146048,0.21760478716496565,audio_features,5RKQ5NdjSh2QzD4MaunT91,spotify:track:5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/tracks/5RKQ5NdjSh2QzD4MaunT91,https://api.spotify.com/v1/audio-analysis/5RKQ5NdjSh2QzD4MaunT91,249600,4,3
0.4184791804241089,1.4349938593186495,6,1.0446746511969995,0,1.0152432509345921,-1.1461971848172892,-1.0569333251364164,0.02908200785197003,0.25230837556689734,0.1099186904216378,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,3
-0.2632360086952779,1.5478361690817077,6,0.9877257753573019,1,-0.22230723251710297,-1.0786164747768936,-0.856381145887512,-0.36059091615717875,0.9834865502219455,0.4065821145914044,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4,3
-0.035997612322148966,1.3105779793234826,6,1.1102521445881663,0,-0.3770010429485649,-1.280123509162859,-1.0607639881346425,2.9339165322838063,-0.5188845250642976,-0.06530356595933508,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,187520,4,7
0.10668696214469961,0.037485253791543514,7,0.49007025807630855,1,-0.45205051533610585,-1.2657451305094372,-1.060441533591121,-0.21003546824455308,-0.908118677741363,-0.6300049961772239,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4,3
1.3115789243091975,0.0837795347199777,4,0.7195914849453926,0,0.024283891041959976,-1.2792612725175163,-0.7746764983937007,1.632054717980514,-0.27515846684594814,0.35366846291200166,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4,0
0.03798698184584659,1.3684458304840255,4,1.0034730023887333,1,-0.4643034904197859,-1.2880071485444682,-1.0323976861857525,0.5693103797737444,-0.34427481171383834,0.6611128887119979,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4,7
-0.16282834518156963,1.0935735374714477,1,0.5621192146310775,1,0.39646800920874453,-1.173462505764621,-1.0548482807196604,2.1811392927206783,0.9398341218843307,1.4409076934088636,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4,11
0.3233561307795438,1.29321762397532,3,0.9285118874103435,0,-0.12734667561858184,-1.2660247748268456,-1.0607639881346425,0.49846075722662647,0.16864122125313577,-0.21800344249784584,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,3
-0.21567448387299504,1.6491049086126572,8,1.0778948287701564,1,0.3275450243630436,-1.242907511254407,-0.38433678781495795,1.0209767235116216,-0.13692577711016798,0.3541021813683901,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4,7
0.4343330220315365,1.189055491886343,6,0.6242452610016566,0,-0.5653905348601472,-1.2833860261992922,-1.033125027261365,-0.8379402480683861,0.9107325029925875,0.34316628028945045,audio_features,5sICkBXVmaCQk5aISGR3x1,spotify:track:5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1,https://api.spotify.com/v1/audio-analysis/5sICkBXVmaCQk5aISGR3x1,331267,4,3
-0.9766588810295203,0.8187012444588697,9,0.9492205695338699,1,-0.301951570561024,-1.262715650404178,-1.0373678502024384,-0.6191920384541594,1.4891271784659839,2.360855519298714,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4,9
-0.5433205437598322,0.17058131146079164,1,0.7437516140895067,1,-0.6404400072476881,-0.3631930960733955,-1.0603687994835596,1.384081039065601,-0.43521737075053585,-1.0579302131840096,audio_features,1xsYj84j7hUDDnTTerGWlH,spotify:track:1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/tracks/1xsYj84j7hUDDnTTerGWlH,https://api.spotify.com/v1/audio-analysis/1xsYj84j7hUDDnTTerGWlH,267597,4,7
0.9046636563852226,1.2671770909530755,9,1.0168473595935108,0,-0.5699854005165272,-0.8712136060322313,-1.06076107877034,-0.4783784136417624,1.6346352729247,0.4169603776549873,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4,12
